"AttributeName","Consistency","ValueIDS","RecordIDS","Values","FusedValue","IsCorrect","CorrectValue"
"commonNames","0.0","commonNames-{BIO07292+http://www.wikidata.org/entity/q1051743}","BIO07292+http://www.wikidata.org/entity/q1051743","{[jack, crevalle jack]|[cabalo, crevelle jack, jack, yellow cavalli, black cavalli, crevalle jack, common jack, blacktailed trevally, crevalle, kingfish, king fish, couvalli jack, trevally, horse crevalle, black tailed trevally, carangue, horse eye jack, horse mackerel, cabali, green jack]}","[crevalle, green jack, couvalli jack, crevalle jack, black tailed trevally, jack, horse crevalle, horse eye jack, cabali, yellow cavalli, blacktailed trevally, kingfish, trevally, cabalo, carangue, crevelle jack, king fish, black cavalli, horse mackerel, common jack]",,
"category","1.0","category-{BIO40188+ES304}","BIO40188+ES304","{Vascular Plant|Vascular Plant}","Vascular Plant",,
"commonNames","0.0","commonNames-{BIO36199+http://www.wikidata.org/entity/q1316954}","BIO36199+http://www.wikidata.org/entity/q1316954","{[ o u]|[ou, psittirostra psittacea]}","[psittirostra psittacea,  o u, ou]",,
"regionnames","1.0","regionnames-{BIO08844}","BIO08844","{[mountain prairie, pacific southwest, southwest, pacific, southeast, midwest]}","[pacific southwest, southwest, mountain prairie, midwest, pacific, southeast]",,
"regionnames","1.0","regionnames-{BIO14992}","BIO14992","{[northeast, mountain prairie, pacific southwest, southwest, pacific, southeast]}","[pacific southwest, southwest, mountain prairie, northeast, pacific, southeast]",,
"commonNames","1.0","commonNames-{BIO15785+ES1499}","BIO15785+ES1499","{[northern riffleshell]|[northern riffleshell]}","[northern riffleshell]",,
"category","1.0","category-{BIO21121+http://www.wikidata.org/entity/q1102418}","BIO21121+http://www.wikidata.org/entity/q1102418","{Fish|Fish}","Fish",,
"scientificName","1.0","scientificName-{BIO21441+http://www.wikidata.org/entity/q2150178}","BIO21441+http://www.wikidata.org/entity/q2150178","{hylaeus dumetorum|hylaeus dumetorum}","hylaeus dumetorum",,
"scientificName","1.0","scientificName-{BIO27385+http://www.wikidata.org/entity/q942622}","BIO27385+http://www.wikidata.org/entity/q942622","{micromus lobipennis|micromus lobipennis}","micromus lobipennis",,
"category","1.0","category-{BIO31700+http://www.wikidata.org/entity/q422873}","BIO31700+http://www.wikidata.org/entity/q422873","{Bird|Bird}","Bird",,
"category","1.0","category-{BIO40639+http://www.wikidata.org/entity/q1206733}","BIO40639+http://www.wikidata.org/entity/q1206733","{Insect|Insect}","Insect",,
"commonNames","0.0","commonNames-{BIO44481+ES1139+http://www.wikidata.org/entity/q19630}","BIO44481+ES1139+http://www.wikidata.org/entity/q19630","{[prairie chicken]|[attwater s greater prairie chicken]|[greater prairie chicken, greater prairie chicken]}","[prairie chicken, attwater s greater prairie chicken, greater prairie chicken]",,
"scientificName","1.0","scientificName-{BIO16831+http://www.wikidata.org/entity/q2117078}","BIO16831+http://www.wikidata.org/entity/q2117078","{etheostoma sanguifluum|etheostoma sanguifluum}","etheostoma sanguifluum",,
"category","1.0","category-{BIO15461+http://www.wikidata.org/entity/q1301279}","BIO15461+http://www.wikidata.org/entity/q1301279","{Fish|Fish}","Fish",,
"commonNames","0.0","commonNames-{BIO20806+http://www.wikidata.org/entity/q1113162}","BIO20806+http://www.wikidata.org/entity/q1113162","{[sargassumfish]|[mouse fish, sargassum anglerfish, sargassum fish, frogfish, sargassum frogfish, sargassumfish, marbled angler]}","[mouse fish, marbled angler, sargassumfish, sargassum frogfish, sargassum anglerfish, sargassum fish, frogfish]",,
"commonNames","0.0","commonNames-{BIO45893+http://www.wikidata.org/entity/q2150233}","BIO45893+http://www.wikidata.org/entity/q2150233","{[pink seaperch]|[pink seaperch, pink surfperch, zalembius rosaceus]}","[zalembius rosaceus, pink surfperch, pink seaperch]",,
"regions","1.0","regions-{BIO05659}","BIO05659","{[7]}","[7]",,
"scientificName","1.0","scientificName-{BIO24476+http://www.wikidata.org/entity/q1817767}","BIO24476+http://www.wikidata.org/entity/q1817767","{leuresthes tenuis|leuresthes tenuis}","leuresthes tenuis",,
"scientificName","1.0","scientificName-{BIO23179+http://www.wikidata.org/entity/q19055}","BIO23179+http://www.wikidata.org/entity/q19055","{lagopus leucura|lagopus leucura}","lagopus leucura",,
"commonNames","0.0","commonNames-{BIO09921+http://www.wikidata.org/entity/q2112978}","BIO09921+http://www.wikidata.org/entity/q2112978","{[none]|[cicurina minima]}","[cicurina minima, none]",,
"regions","0.0","regions-{BIO36770+ES1642}","BIO36770+ES1642","{[4, 3]|[3]}","[3, 4]",,
"listingStatuses","1.0","listingStatuses-{BIO41135}","BIO41135","{[none]}","[none]",,
"regions","1.0","regions-{BIO29779}","BIO29779","{[4]}","[4]",,
"listingStatuses","0.0","listingStatuses-{BIO44329+http://www.wikidata.org/entity/q25740}","BIO44329+http://www.wikidata.org/entity/q25740","{[none]|[least concern]}","[least concern, none]",,
"regionnames","1.0","regionnames-{BIO16939+ES950}","BIO16939+ES950","{[pacific southwest]|[pacific southwest]}","[pacific southwest]",,
"regionnames","1.0","regionnames-{BIO18692}","BIO18692","{[southeast]}","[southeast]",,
"commonNames","0.0","commonNames-{BIO25886+http://www.wikidata.org/entity/q2054940}","BIO25886+http://www.wikidata.org/entity/q2054940","{[none]|[lygdamis nesiotes]}","[lygdamis nesiotes, none]",,
"commonNames","0.0","commonNames-{BIO14680+http://www.wikidata.org/entity/q905897}","BIO14680+http://www.wikidata.org/entity/q905897","{[none]|[broad buckler fern, dryopteris dilatata]}","[broad buckler fern, dryopteris dilatata, none]",,
"category","1.0","category-{BIO18997+http://www.wikidata.org/entity/q735210}","BIO18997+http://www.wikidata.org/entity/q735210","{Mammal|Mammal}","Mammal",,
"commonNames","1.0","commonNames-{BIO01154+http://www.wikidata.org/entity/q492684}","BIO01154+http://www.wikidata.org/entity/q492684","{[rock partridge]|[rock partridge]}","[rock partridge]",,
"listingStatuses","0.0","listingStatuses-{BIO40853+http://www.wikidata.org/entity/q548651}","BIO40853+http://www.wikidata.org/entity/q548651","{[none]|[least concern]}","[least concern, none]",,
"regions","1.0","regions-{BIO25819}","BIO25819","{[1]}","[1]",,
"scientificName","1.0","scientificName-{BIO38394+http://www.wikidata.org/entity/q1460473}","BIO38394+http://www.wikidata.org/entity/q1460473","{saissetia oleae|saissetia oleae}","saissetia oleae",,
"regions","1.0","regions-{BIO31709}","BIO31709","{[5, 6, 8, 2, 4]}","[2, 4, 5, 6, 8]",,
"commonNames","0.0","commonNames-{BIO28922+http://www.wikidata.org/entity/q1017409}","BIO28922+http://www.wikidata.org/entity/q1017409","{[bushytail woodrat, western bushy tailed woodrat, woodrat, bushy woodrat, bushy tailed, bushy tailed wood rat, bushy tailed woodrat]|[woodrat, bushy tailed woodrat, bushy talied woodrat, packrat]}","[woodrat, western bushy tailed woodrat, bushy tailed wood rat, bushytail woodrat, bushy talied woodrat, bushy tailed woodrat, packrat, bushy woodrat, bushy tailed]",,
"listingStatuses","0.0","listingStatuses-{BIO42711+http://www.wikidata.org/entity/q692664}","BIO42711+http://www.wikidata.org/entity/q692664","{[none]|[least concern]}","[least concern, none]",,
"category","1.0","category-{BIO07167+http://www.wikidata.org/entity/q969006}","BIO07167+http://www.wikidata.org/entity/q969006","{Bird|Bird}","Bird",,
"scientificName","1.0","scientificName-{BIO19359+http://www.wikidata.org/entity/q1546886}","BIO19359+http://www.wikidata.org/entity/q1546886","{grimmia laevigata|grimmia laevigata}","grimmia laevigata",,
"regions","1.0","regions-{BIO35668}","BIO35668","{[8, 4]}","[4, 8]",,
"scientificName","1.0","scientificName-{BIO00530+http://www.wikidata.org/entity/q18850}","BIO00530+http://www.wikidata.org/entity/q18850","{actitis hypoleucos|actitis hypoleucos}","actitis hypoleucos",,
"scientificName","1.0","scientificName-{BIO33338+http://www.wikidata.org/entity/q339612}","BIO33338+http://www.wikidata.org/entity/q339612","{phrynosoma modestum|phrynosoma modestum}","phrynosoma modestum",,
"commonNames","1.0","commonNames-{BIO19579+http://www.wikidata.org/entity/q1594065}","BIO19579+http://www.wikidata.org/entity/q1594065","{[spring salamander]|[spring salamander]}","[spring salamander]",,
"commonNames","1.0","commonNames-{BIO06543+http://www.wikidata.org/entity/q839820}","BIO06543+http://www.wikidata.org/entity/q839820","{[stilt sandpiper]|[stilt sandpiper]}","[stilt sandpiper]",,
"category","1.0","category-{BIO27299+http://www.wikidata.org/entity/q1846973}","BIO27299+http://www.wikidata.org/entity/q1846973","{Spider/Scorpion|Spider/Scorpion}","Spider/Scorpion",,
"scientificName","1.0","scientificName-{BIO16802+http://www.wikidata.org/entity/q583220}","BIO16802+http://www.wikidata.org/entity/q583220","{estrilda astrild|estrilda astrild}","estrilda astrild",,
"regions","1.0","regions-{BIO29778}","BIO29778","{[4]}","[4]",,
"regionnames","1.0","regionnames-{BIO18560}","BIO18560","{[northeast, mountain prairie, pacific southwest, southwest, pacific, alaska, southeast]}","[pacific southwest, southwest, alaska, mountain prairie, northeast, pacific, southeast]",,
"regions","1.0","regions-{BIO43329+BIO43330+ES1008}","BIO43329+BIO43330+ES1008","{[1]|[1]|[1]}","[1]",,
"regionnames","1.0","regionnames-{BIO36411}","BIO36411","{[southeast]}","[southeast]",,
"regions","0.0","regions-{BIO00220+ES1512}","BIO00220+ES1512","{[5, 6, 8, 2, 1, 7, 4, 3]|[4]}","[1, 2, 3, 4, 5, 6, 7, 8]",,
"regionnames","1.0","regionnames-{BIO36544}","BIO36544","{[northeast, midwest, alaska]}","[alaska, northeast, midwest]",,
"category","1.0","category-{BIO01768+ES939+http://www.wikidata.org/entity/q1588210}","BIO01768+ES939+http://www.wikidata.org/entity/q1588210","{Bird|Bird|Bird}","Bird",,
"scientificName","1.0","scientificName-{BIO21887+http://www.wikidata.org/entity/q922205}","BIO21887+http://www.wikidata.org/entity/q922205","{hypsiglena torquata|hypsiglena torquata}","hypsiglena torquata",,
"regions","1.0","regions-{BIO28315}","BIO28315","{[2, 6]}","[2, 6]",,
"listingStatuses","1.0","listingStatuses-{BIO41000}","BIO41000","{[none]}","[none]",,
"category","1.0","category-{BIO09005+http://www.wikidata.org/entity/q1262078}","BIO09005+http://www.wikidata.org/entity/q1262078","{Bird|Bird}","Bird",,
"scientificName","0.0","scientificName-{BIO01856+ES1320}","BIO01856+ES1320","{amphispiza belli|amphispiza belli clementeae}","amphispiza belli clementeae",,
"category","1.0","category-{BIO34673+http://www.wikidata.org/entity/q906572}","BIO34673+http://www.wikidata.org/entity/q906572","{Fish|Fish}","Fish",,
"regions","1.0","regions-{BIO14527+ES1617}","BIO14527+ES1617","{[1]|[1]}","[1]",,
"scientificName","0.6666666666666666","scientificName-{BIO23027+BIO23028+http://www.wikidata.org/entity/q597340}","BIO23027+BIO23028+http://www.wikidata.org/entity/q597340","{laccaria lacata|laccaria laccata|laccaria laccata}","laccaria laccata",,
"listingStatuses","0.0","listingStatuses-{BIO42060+http://www.wikidata.org/entity/q630457}","BIO42060+http://www.wikidata.org/entity/q630457","{[none]|[least concern]}","[least concern, none]",,
"regionnames","1.0","regionnames-{BIO18694}","BIO18694","{[alaska]}","[alaska]",,
"regions","1.0","regions-{BIO34335}","BIO34335","{[7]}","[7]",,
"listingStatuses","0.6666666666666666","listingStatuses-{BIO23265+ES1226+http://www.wikidata.org/entity/q309013}","BIO23265+ES1226+http://www.wikidata.org/entity/q309013","{[endangered]|[endangered]|[vulnerable]}","[vulnerable, endangered]",,
"regions","1.0","regions-{BIO37071+ES834}","BIO37071+ES834","{[6]|[6]}","[6]",,
"regionnames","1.0","regionnames-{BIO18561}","BIO18561","{[northeast, mountain prairie, pacific southwest, pacific, alaska, southeast, midwest]}","[pacific southwest, alaska, mountain prairie, northeast, midwest, pacific, southeast]",,
"category","1.0","category-{BIO23797+http://www.wikidata.org/entity/q1311151}","BIO23797+http://www.wikidata.org/entity/q1311151","{Fungi|Fungi}","Fungi",,
"regions","1.0","regions-{BIO34468}","BIO34468","{[5, 6, 8, 1, 4]}","[1, 4, 5, 6, 8]",,
"commonNames","1.0","commonNames-{BIO18926+http://www.wikidata.org/entity/q756859}","BIO18926+http://www.wikidata.org/entity/q756859","{[nurse shark]|[nurse shark]}","[nurse shark]",,
"listingStatuses","0.0","listingStatuses-{BIO39386+http://www.wikidata.org/entity/q694296}","BIO39386+http://www.wikidata.org/entity/q694296","{[none]|[least concern]}","[least concern, none]",,
"regionnames","1.0","regionnames-{BIO28013}","BIO28013","{[southeast]}","[southeast]",,
"commonNames","0.0","commonNames-{BIO30015+http://www.wikidata.org/entity/q1587988}","BIO30015+http://www.wikidata.org/entity/q1587988","{[hair cap mosses, oligotrichum moss]|[oligotrichum moss, oligotrichum hercynicum]}","[hair cap mosses, oligotrichum hercynicum, oligotrichum moss]",,
"commonNames","1.0","commonNames-{BIO29374+http://www.wikidata.org/entity/q968614}","BIO29374+http://www.wikidata.org/entity/q968614","{[golden shiner]|[golden shiner]}","[golden shiner]",,
"listingStatuses","1.0","listingStatuses-{BIO41132}","BIO41132","{[none]}","[none]",,
"regionnames","1.0","regionnames-{BIO19760}","BIO19760","{[mountain prairie]}","[mountain prairie]",,
"regions","1.0","regions-{BIO28312}","BIO28312","{[5, 8, 2, 4, 3]}","[2, 3, 4, 5, 8]",,
"commonNames","0.0","commonNames-{BIO41822+http://www.wikidata.org/entity/q1070009}","BIO41822+http://www.wikidata.org/entity/q1070009","{[giant sea bass]|[black sea bass, giant sea bass]}","[black sea bass, giant sea bass]",,
"regionnames","1.0","regionnames-{BIO37873}","BIO37873","{[northeast, mountain prairie, pacific southwest, southwest, pacific, alaska, southeast, midwest]}","[pacific southwest, southwest, alaska, mountain prairie, northeast, midwest, pacific, southeast]",,
"category","1.0","category-{BIO27472+http://www.wikidata.org/entity/q1765289}","BIO27472+http://www.wikidata.org/entity/q1765289","{Mammal|Mammal}","Mammal",,
"category","1.0","category-{BIO20271+http://www.wikidata.org/entity/q1845447}","BIO20271+http://www.wikidata.org/entity/q1845447","{Fish|Fish}","Fish",,
"scientificName","1.0","scientificName-{BIO34662+http://www.wikidata.org/entity/q1079441}","BIO34662+http://www.wikidata.org/entity/q1079441","{poecile carolinensis|poecile carolinensis}","poecile carolinensis",,
"listingStatuses","0.0","listingStatuses-{BIO06538+http://www.wikidata.org/entity/q26650}","BIO06538+http://www.wikidata.org/entity/q26650","{[none]|[least concern]}","[least concern, none]",,
"regions","1.0","regions-{BIO08289}","BIO08289","{[5, 6, 8, 2, 7, 4, 3]}","[2, 3, 4, 5, 6, 7, 8]",,
"category","1.0","category-{BIO21441+http://www.wikidata.org/entity/q2150178}","BIO21441+http://www.wikidata.org/entity/q2150178","{Insect|Insect}","Insect",,
"category","1.0","category-{BIO18694+http://www.wikidata.org/entity/q1814543}","BIO18694+http://www.wikidata.org/entity/q1814543","{Invertebrate|Invertebrate}","Invertebrate",,
"scientificName","1.0","scientificName-{BIO25815+http://www.wikidata.org/entity/q865798}","BIO25815+http://www.wikidata.org/entity/q865798","{lycoperdon pyriforme|lycoperdon pyriforme}","lycoperdon pyriforme",,
"category","1.0","category-{BIO44514+http://www.wikidata.org/entity/q769234}","BIO44514+http://www.wikidata.org/entity/q769234","{Insect|Insect}","Insect",,
"regions","1.0","regions-{BIO34336}","BIO34336","{[5, 6, 8, 2, 1, 7, 4, 3]}","[1, 2, 3, 4, 5, 6, 7, 8]",,
"regions","1.0","regions-{BIO18914+ES622}","BIO18914+ES622","{[8]|[8]}","[8]",,
"listingStatuses","1.0","listingStatuses-{BIO03808}","BIO03808","{[none]}","[none]",,
"category","1.0","category-{BIO45387+http://www.wikidata.org/entity/q1588139}","BIO45387+http://www.wikidata.org/entity/q1588139","{Bird|Bird}","Bird",,
"regionnames","0.0","regionnames-{BIO43656+BIO43662}","BIO43656+BIO43662","{[pacific southwest]|[mountain prairie, pacific southwest, southwest, pacific, alaska]}","[pacific southwest, southwest, alaska, mountain prairie, pacific]",,
"commonNames","0.0","commonNames-{BIO33573+http://www.wikidata.org/entity/q81214}","BIO33573+http://www.wikidata.org/entity/q81214","{[sperm whale]|[sperm whale, spermacet whale, cachelot, pot whale, physeter macrocephalus]}","[pot whale, cachelot, physeter macrocephalus, spermacet whale, sperm whale]",,
"commonNames","0.0","commonNames-{BIO02029+http://www.wikidata.org/entity/q2047759}","BIO02029+http://www.wikidata.org/entity/q2047759","{[flat anchovy]|[flat anchovy, anchoviella perfasciata]}","[anchoviella perfasciata, flat anchovy]",,
"regions","1.0","regions-{BIO38293}","BIO38293","{[8]}","[8]",,
"category","1.0","category-{BIO15785+ES1499}","BIO15785+ES1499","{Invertebrate|Invertebrate}","Invertebrate",,
"commonNames","0.0","commonNames-{BIO15833+http://www.wikidata.org/entity/q1497325}","BIO15833+http://www.wikidata.org/entity/q1497325","{[jack knife, jackknife fish, jackknife fish]|[drum, donkey fish, jack knifefish, lance shaped ribbonfish, ribbonfish, equetus, jackknife fish]}","[jackknife fish, jack knifefish, drum, donkey fish, jack knife, ribbonfish, lance shaped ribbonfish, equetus]",,
"regions","1.0","regions-{BIO28313}","BIO28313","{[5, 6, 8, 2, 1, 7, 4, 3]}","[1, 2, 3, 4, 5, 6, 7, 8]",,
"category","1.0","category-{BIO11017+http://www.wikidata.org/entity/q510766}","BIO11017+http://www.wikidata.org/entity/q510766","{Bird|Bird}","Bird",,
"regionnames","1.0","regionnames-{BIO13790}","BIO13790","{[southeast]}","[southeast]",,
